都道府県,スポット名,カテゴリ,説明,URL,評価
富山県,N/A,N/A,N/A,N/A,4.4
富山県,N/A,N/A,N/A,N/A,4.2
富山県,N/A,N/A,N/A,N/A,4.4
富山県,N/A,N/A,N/A,N/A,3.8
富山県,N/A,N/A,N/A,N/A,4.1
富山県,N/A,N/A,N/A,N/A,4.1
富山県,N/A,N/A,N/A,N/A,4.2
富山県,N/A,N/A,N/A,N/A,4.0
富山県,N/A,N/A,N/A,N/A,4.0
富山県,N/A,N/A,N/A,N/A,3.1
富山県,N/A,N/A,N/A,N/A,4.4
石川県,N/A,N/A,N/A,N/A,4.3
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.2
石川県,N/A,N/A,N/A,N/A,4.4
石川県,N/A,N/A,N/A,N/A,4.3
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.1
石川県,N/A,N/A,N/A,N/A,4.2
石川県,N/A,N/A,N/A,N/A,4.2
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.1
石川県,N/A,N/A,N/A,N/A,3.9
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.1
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.1
石川県,N/A,N/A,N/A,N/A,3.9
石川県,N/A,N/A,N/A,N/A,4.8
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,4.6
石川県,N/A,N/A,N/A,N/A,4.1
石川県,N/A,N/A,N/A,N/A,4.2
石川県,N/A,N/A,N/A,N/A,3.0
石川県,N/A,N/A,N/A,N/A,4.1
石川県,N/A,N/A,N/A,N/A,4.3
石川県,N/A,N/A,N/A,N/A,4.0
石川県,N/A,N/A,N/A,N/A,3.8
石川県,N/A,N/A,N/A,N/A,3.7
石川県,N/A,N/A,N/A,N/A,4.3
福井県,N/A,N/A,N/A,N/A,4.6
福井県,N/A,N/A,N/A,N/A,4.2
福井県,N/A,N/A,N/A,N/A,4.1
福井県,N/A,N/A,N/A,N/A,4.5
福井県,N/A,N/A,N/A,N/A,4.1
福井県,N/A,N/A,N/A,N/A,4.1
福井県,N/A,N/A,N/A,N/A,3.6
福井県,N/A,N/A,N/A,N/A,4.0
福井県,N/A,N/A,N/A,N/A,4.1
福井県,N/A,N/A,N/A,N/A,4.3
福井県,N/A,N/A,N/A,N/A,4.2
福井県,N/A,N/A,N/A,N/A,4.0
福井県,N/A,N/A,N/A,N/A,4.4
福井県,N/A,N/A,N/A,N/A,4.1
福井県,N/A,N/A,N/A,N/A,3.7
福井県,N/A,N/A,N/A,N/A,4.9
福井県,N/A,N/A,N/A,N/A,4.3
福井県,N/A,N/A,N/A,N/A,3.9
福井県,N/A,N/A,N/A,N/A,4.2
福井県,N/A,N/A,N/A,N/A,4.1
福井県,N/A,N/A,N/A,N/A,4.9
福井県,N/A,N/A,N/A,N/A,4.0
福井県,N/A,N/A,N/A,N/A,4.0
福井県,N/A,N/A,N/A,N/A,3.9
福井県,N/A,N/A,N/A,N/A,4.0
福井県,N/A,N/A,N/A,N/A,3.6
福井県,N/A,N/A,N/A,N/A,4.2
福井県,N/A,N/A,N/A,N/A,3.9
福井県,N/A,N/A,N/A,N/A,3.9
福井県,N/A,N/A,N/A,N/A,3.8
山梨県,N/A,N/A,N/A,N/A,4.9
山梨県,N/A,N/A,N/A,N/A,4.9
山梨県,N/A,N/A,N/A,N/A,4.9
山梨県,N/A,N/A,N/A,N/A,4.0
山梨県,N/A,N/A,N/A,N/A,4.5
山梨県,N/A,N/A,N/A,N/A,4.3
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,4.0
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,4.0
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,4.1
山梨県,N/A,N/A,N/A,N/A,4.0
山梨県,N/A,N/A,N/A,N/A,4.3
山梨県,N/A,N/A,N/A,N/A,3.7
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,4.0
山梨県,N/A,N/A,N/A,N/A,4.5
山梨県,N/A,N/A,N/A,N/A,4.1
山梨県,N/A,N/A,N/A,N/A,4.9
山梨県,N/A,N/A,N/A,N/A,4.0
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,3.8
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,4.6
山梨県,N/A,N/A,N/A,N/A,4.2
山梨県,N/A,N/A,N/A,N/A,3.9
山梨県,N/A,N/A,N/A,N/A,4.8
山梨県,N/A,N/A,N/A,N/A,4.8
長野県,N/A,N/A,N/A,N/A,4.4
長野県,N/A,N/A,N/A,N/A,4.4
長野県,N/A,N/A,N/A,N/A,4.1
長野県,N/A,N/A,N/A,N/A,3.2
長野県,N/A,N/A,N/A,N/A,4.6
長野県,N/A,N/A,N/A,N/A,4.5
長野県,N/A,N/A,N/A,N/A,3.6
長野県,N/A,N/A,N/A,N/A,4.0
長野県,N/A,N/A,N/A,N/A,4.2
長野県,N/A,N/A,N/A,N/A,4.0
長野県,N/A,N/A,N/A,N/A,4.2
長野県,N/A,N/A,N/A,N/A,4.0
長野県,N/A,N/A,N/A,N/A,4.9
長野県,N/A,N/A,N/A,N/A,3.9
長野県,N/A,N/A,N/A,N/A,4.2
長野県,N/A,N/A,N/A,N/A,4.1
長野県,N/A,N/A,N/A,N/A,4.1
長野県,N/A,N/A,N/A,N/A,4.0
長野県,N/A,N/A,N/A,N/A,4.7
長野県,N/A,N/A,N/A,N/A,5.0
長野県,N/A,N/A,N/A,N/A,3.8
長野県,N/A,N/A,N/A,N/A,4.1
長野県,N/A,N/A,N/A,N/A,4.1
長野県,N/A,N/A,N/A,N/A,4.5
長野県,N/A,N/A,N/A,N/A,3.8
長野県,N/A,N/A,N/A,N/A,3.9
長野県,N/A,N/A,N/A,N/A,4.2
長野県,N/A,N/A,N/A,N/A,4.5
長野県,N/A,N/A,N/A,N/A,4.5
長野県,N/A,N/A,N/A,N/A,4.0
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,4.5
岐阜県,N/A,N/A,N/A,N/A,4.2
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,3.8
岐阜県,N/A,N/A,N/A,N/A,3.9
岐阜県,N/A,N/A,N/A,N/A,4.4
岐阜県,N/A,N/A,N/A,N/A,4.3
岐阜県,N/A,N/A,N/A,N/A,4.4
岐阜県,N/A,N/A,N/A,N/A,3.2
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,4.3
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,4.2
岐阜県,N/A,N/A,N/A,N/A,4.0
岐阜県,N/A,N/A,N/A,N/A,3.2
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,3.9
岐阜県,N/A,N/A,N/A,N/A,4.3
岐阜県,N/A,N/A,N/A,N/A,3.9
岐阜県,N/A,N/A,N/A,N/A,4.3
岐阜県,N/A,N/A,N/A,N/A,4.2
岐阜県,N/A,N/A,N/A,N/A,3.9
岐阜県,N/A,N/A,N/A,N/A,4.0
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,4.1
岐阜県,N/A,N/A,N/A,N/A,4.4
岐阜県,N/A,N/A,N/A,N/A,4.2
岐阜県,N/A,N/A,N/A,N/A,4.0
岐阜県,N/A,N/A,N/A,N/A,4.2
静岡県,N/A,N/A,N/A,N/A,3.8
静岡県,N/A,N/A,N/A,N/A,4.7
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,5.0
静岡県,N/A,N/A,N/A,N/A,3.9
静岡県,N/A,N/A,N/A,N/A,4.2
静岡県,N/A,N/A,N/A,N/A,4.9
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,3.9
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.2
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.1
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,3.9
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,4.0
静岡県,N/A,N/A,N/A,N/A,3.9
静岡県,N/A,N/A,N/A,N/A,4.3
静岡県,N/A,N/A,N/A,N/A,4.4
静岡県,N/A,N/A,N/A,N/A,4.2
静岡県,N/A,N/A,N/A,N/A,3.9
静岡県,N/A,N/A,N/A,N/A,4.0
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,5.0
愛知県,N/A,N/A,N/A,N/A,4.2
愛知県,N/A,N/A,N/A,N/A,3.7
愛知県,N/A,N/A,N/A,N/A,4.0
愛知県,N/A,N/A,N/A,N/A,4.1
愛知県,N/A,N/A,N/A,N/A,4.1
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,4.1
愛知県,N/A,N/A,N/A,N/A,4.4
愛知県,N/A,N/A,N/A,N/A,4.0
愛知県,N/A,N/A,N/A,N/A,4.0
愛知県,N/A,N/A,N/A,N/A,4.7
愛知県,N/A,N/A,N/A,N/A,3.3
愛知県,N/A,N/A,N/A,N/A,4.1
愛知県,N/A,N/A,N/A,N/A,3.6
愛知県,N/A,N/A,N/A,N/A,3.7
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,3.6
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,3.9
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,4.0
愛知県,N/A,N/A,N/A,N/A,4.1
愛知県,N/A,N/A,N/A,N/A,4.1
愛知県,N/A,N/A,N/A,N/A,4.3
愛知県,N/A,N/A,N/A,N/A,4.0
三重県,N/A,N/A,N/A,N/A,4.6
三重県,N/A,N/A,N/A,N/A,4.3
三重県,N/A,N/A,N/A,N/A,4.3
三重県,N/A,N/A,N/A,N/A,4.2
三重県,N/A,N/A,N/A,N/A,4.3
三重県,N/A,N/A,N/A,N/A,4.8
三重県,N/A,N/A,N/A,N/A,4.1
三重県,N/A,N/A,N/A,N/A,4.1
三重県,N/A,N/A,N/A,N/A,4.5
三重県,N/A,N/A,N/A,N/A,4.4
三重県,N/A,N/A,N/A,N/A,4.2
三重県,N/A,N/A,N/A,N/A,2.8
三重県,N/A,N/A,N/A,N/A,4.1
三重県,N/A,N/A,N/A,N/A,4.0
三重県,N/A,N/A,N/A,N/A,4.3
三重県,N/A,N/A,N/A,N/A,4.1
三重県,N/A,N/A,N/A,N/A,4.2
三重県,N/A,N/A,N/A,N/A,0.0
三重県,N/A,N/A,N/A,N/A,4.1
三重県,N/A,N/A,N/A,N/A,4.2
三重県,N/A,N/A,N/A,N/A,4.4
三重県,N/A,N/A,N/A,N/A,4.3
三重県,N/A,N/A,N/A,N/A,4.4
三重県,N/A,N/A,N/A,N/A,3.7
三重県,N/A,N/A,N/A,N/A,4.1
三重県,N/A,N/A,N/A,N/A,4.2
三重県,N/A,N/A,N/A,N/A,3.8
三重県,N/A,N/A,N/A,N/A,3.9
三重県,N/A,N/A,N/A,N/A,4.3
三重県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.1
滋賀県,N/A,N/A,N/A,N/A,4.5
滋賀県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.2
滋賀県,N/A,N/A,N/A,N/A,4.7
滋賀県,N/A,N/A,N/A,N/A,5.0
滋賀県,N/A,N/A,N/A,N/A,4.3
滋賀県,N/A,N/A,N/A,N/A,4.7
滋賀県,N/A,N/A,N/A,N/A,3.9
滋賀県,N/A,N/A,N/A,N/A,4.8
滋賀県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.2
滋賀県,N/A,N/A,N/A,N/A,3.7
滋賀県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.2
滋賀県,N/A,N/A,N/A,N/A,4.0
滋賀県,N/A,N/A,N/A,N/A,4.4
滋賀県,N/A,N/A,N/A,N/A,3.6
滋賀県,N/A,N/A,N/A,N/A,0.0
滋賀県,N/A,N/A,N/A,N/A,4.4
滋賀県,N/A,N/A,N/A,N/A,3.9
滋賀県,N/A,N/A,N/A,N/A,4.3
滋賀県,N/A,N/A,N/A,N/A,4.7
滋賀県,N/A,N/A,N/A,N/A,4.4
滋賀県,N/A,N/A,N/A,N/A,4.9
滋賀県,N/A,N/A,N/A,N/A,4.3
滋賀県,N/A,N/A,N/A,N/A,4.2
滋賀県,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,4.7
京都府,N/A,N/A,N/A,N/A,4.4
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,3.9
京都府,N/A,N/A,N/A,N/A,4.6
京都府,N/A,N/A,N/A,N/A,4.1
京都府,N/A,N/A,N/A,N/A,4.2
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,4.4
京都府,N/A,N/A,N/A,N/A,4.8
京都府,N/A,N/A,N/A,N/A,4.8
京都府,N/A,N/A,N/A,N/A,3.8
京都府,N/A,N/A,N/A,N/A,4.1
京都府,N/A,N/A,N/A,N/A,4.0
京都府,N/A,N/A,N/A,N/A,4.0
京都府,N/A,N/A,N/A,N/A,3.8
京都府,N/A,N/A,N/A,N/A,4.7
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,4.2
京都府,N/A,N/A,N/A,N/A,3.8
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,3.9
京都府,N/A,N/A,N/A,N/A,3.6
京都府,N/A,N/A,N/A,N/A,3.9
京都府,N/A,N/A,N/A,N/A,4.6
京都府,N/A,N/A,N/A,N/A,4.3
京都府,N/A,N/A,N/A,N/A,4.0
京都府,N/A,N/A,N/A,N/A,3.6
大阪府,N/A,N/A,N/A,N/A,3.5
大阪府,N/A,N/A,N/A,N/A,4.2
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,4.0
大阪府,N/A,N/A,N/A,N/A,4.8
大阪府,N/A,N/A,N/A,N/A,4.5
大阪府,N/A,N/A,N/A,N/A,4.2
大阪府,N/A,N/A,N/A,N/A,0.0
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,4.4
大阪府,N/A,N/A,N/A,N/A,4.6
大阪府,N/A,N/A,N/A,N/A,3.0
大阪府,N/A,N/A,N/A,N/A,3.8
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,4.0
大阪府,N/A,N/A,N/A,N/A,4.5
大阪府,N/A,N/A,N/A,N/A,4.2
大阪府,N/A,N/A,N/A,N/A,4.0
大阪府,N/A,N/A,N/A,N/A,3.3
大阪府,N/A,N/A,N/A,N/A,4.9
大阪府,N/A,N/A,N/A,N/A,4.2
大阪府,N/A,N/A,N/A,N/A,3.9
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,4.2
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,4.6
大阪府,N/A,N/A,N/A,N/A,4.5
大阪府,N/A,N/A,N/A,N/A,4.1
大阪府,N/A,N/A,N/A,N/A,3.9
兵庫県,N/A,N/A,N/A,N/A,4.7
兵庫県,N/A,N/A,N/A,N/A,4.7
兵庫県,N/A,N/A,N/A,N/A,3.7
兵庫県,N/A,N/A,N/A,N/A,4.8
兵庫県,N/A,N/A,N/A,N/A,4.4
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,4.9
兵庫県,N/A,N/A,N/A,N/A,3.6
兵庫県,N/A,N/A,N/A,N/A,4.3
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,4.3
兵庫県,N/A,N/A,N/A,N/A,4.0
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,4.1
兵庫県,N/A,N/A,N/A,N/A,4.1
兵庫県,N/A,N/A,N/A,N/A,3.9
兵庫県,N/A,N/A,N/A,N/A,4.3
兵庫県,N/A,N/A,N/A,N/A,4.7
兵庫県,N/A,N/A,N/A,N/A,4.3
兵庫県,N/A,N/A,N/A,N/A,4.3
兵庫県,N/A,N/A,N/A,N/A,4.7
兵庫県,N/A,N/A,N/A,N/A,4.6
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,4.3
兵庫県,N/A,N/A,N/A,N/A,4.8
兵庫県,N/A,N/A,N/A,N/A,3.9
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,4.2
兵庫県,N/A,N/A,N/A,N/A,5.0
奈良県,N/A,N/A,N/A,N/A,3.8
奈良県,N/A,N/A,N/A,N/A,4.4
奈良県,N/A,N/A,N/A,N/A,4.1
奈良県,N/A,N/A,N/A,N/A,4.3
奈良県,N/A,N/A,N/A,N/A,2.7
奈良県,N/A,N/A,N/A,N/A,4.3
奈良県,N/A,N/A,N/A,N/A,4.5
奈良県,N/A,N/A,N/A,N/A,4.6
奈良県,N/A,N/A,N/A,N/A,4.3
奈良県,N/A,N/A,N/A,N/A,4.1
奈良県,N/A,N/A,N/A,N/A,4.2
奈良県,N/A,N/A,N/A,N/A,4.0
奈良県,N/A,N/A,N/A,N/A,4.1
奈良県,N/A,N/A,N/A,N/A,4.5
奈良県,N/A,N/A,N/A,N/A,4.2
奈良県,N/A,N/A,N/A,N/A,4.5
奈良県,N/A,N/A,N/A,N/A,4.4
奈良県,N/A,N/A,N/A,N/A,4.3
奈良県,N/A,N/A,N/A,N/A,3.6
奈良県,N/A,N/A,N/A,N/A,4.8
奈良県,N/A,N/A,N/A,N/A,3.0
奈良県,N/A,N/A,N/A,N/A,4.2
奈良県,N/A,N/A,N/A,N/A,4.3
奈良県,N/A,N/A,N/A,N/A,3.9
奈良県,N/A,N/A,N/A,N/A,4.9
奈良県,N/A,N/A,N/A,N/A,3.9
奈良県,N/A,N/A,N/A,N/A,4.0
奈良県,N/A,N/A,N/A,N/A,4.1
奈良県,N/A,N/A,N/A,N/A,4.2
奈良県,N/A,N/A,N/A,N/A,4.2
和歌山県,N/A,N/A,N/A,N/A,4.5
和歌山県,N/A,N/A,N/A,N/A,4.4
和歌山県,N/A,N/A,N/A,N/A,4.3
和歌山県,N/A,N/A,N/A,N/A,4.4
和歌山県,N/A,N/A,N/A,N/A,4.5
和歌山県,N/A,N/A,N/A,N/A,4.7
和歌山県,N/A,N/A,N/A,N/A,4.9
和歌山県,N/A,N/A,N/A,N/A,4.0
和歌山県,N/A,N/A,N/A,N/A,4.1
和歌山県,N/A,N/A,N/A,N/A,4.2
和歌山県,N/A,N/A,N/A,N/A,4.1
和歌山県,N/A,N/A,N/A,N/A,4.4
和歌山県,N/A,N/A,N/A,N/A,4.3
和歌山県,N/A,N/A,N/A,N/A,4.4
和歌山県,N/A,N/A,N/A,N/A,4.0
和歌山県,N/A,N/A,N/A,N/A,4.3
和歌山県,N/A,N/A,N/A,N/A,3.9
和歌山県,N/A,N/A,N/A,N/A,4.4
和歌山県,N/A,N/A,N/A,N/A,4.2
和歌山県,N/A,N/A,N/A,N/A,4.1
和歌山県,N/A,N/A,N/A,N/A,3.8
和歌山県,N/A,N/A,N/A,N/A,4.0
和歌山県,N/A,N/A,N/A,N/A,4.1
和歌山県,N/A,N/A,N/A,N/A,4.1
和歌山県,N/A,N/A,N/A,N/A,3.9
和歌山県,N/A,N/A,N/A,N/A,4.5
和歌山県,N/A,N/A,N/A,N/A,4.3
和歌山県,N/A,N/A,N/A,N/A,3.5
和歌山県,N/A,N/A,N/A,N/A,4.1
和歌山県,N/A,N/A,N/A,N/A,4.3
鳥取県,N/A,N/A,N/A,N/A,4.1
鳥取県,N/A,N/A,N/A,N/A,4.4
鳥取県,N/A,N/A,N/A,N/A,4.1
鳥取県,N/A,N/A,N/A,N/A,4.2
鳥取県,N/A,N/A,N/A,N/A,3.9
鳥取県,N/A,N/A,N/A,N/A,3.6
鳥取県,N/A,N/A,N/A,N/A,5.0
鳥取県,N/A,N/A,N/A,N/A,4.3
鳥取県,N/A,N/A,N/A,N/A,5.0
鳥取県,N/A,N/A,N/A,N/A,3.9
鳥取県,N/A,N/A,N/A,N/A,4.2
鳥取県,N/A,N/A,N/A,N/A,4.3
鳥取県,N/A,N/A,N/A,N/A,4.0
鳥取県,N/A,N/A,N/A,N/A,3.8
鳥取県,N/A,N/A,N/A,N/A,3.9
鳥取県,N/A,N/A,N/A,N/A,3.8
鳥取県,N/A,N/A,N/A,N/A,3.9
鳥取県,N/A,N/A,N/A,N/A,5.0
鳥取県,N/A,N/A,N/A,N/A,4.2
鳥取県,N/A,N/A,N/A,N/A,5.0
鳥取県,N/A,N/A,N/A,N/A,4.4
鳥取県,N/A,N/A,N/A,N/A,4.1
鳥取県,N/A,N/A,N/A,N/A,3.8
鳥取県,N/A,N/A,N/A,N/A,4.5
鳥取県,N/A,N/A,N/A,N/A,4.2
鳥取県,N/A,N/A,N/A,N/A,4.6
鳥取県,N/A,N/A,N/A,N/A,4.1
鳥取県,N/A,N/A,N/A,N/A,4.0
鳥取県,N/A,N/A,N/A,N/A,4.2
鳥取県,N/A,N/A,N/A,N/A,4.3
島根県,N/A,N/A,N/A,N/A,4.5
島根県,N/A,N/A,N/A,N/A,4.3
島根県,N/A,N/A,N/A,N/A,3.6
島根県,N/A,N/A,N/A,N/A,4.3
島根県,N/A,N/A,N/A,N/A,4.7
島根県,N/A,N/A,N/A,N/A,4.2
島根県,N/A,N/A,N/A,N/A,4.2
島根県,N/A,N/A,N/A,N/A,4.3
島根県,N/A,N/A,N/A,N/A,4.5
